bulletin_name,bulletin_key,election_id
"基隆市 > 村里長 > 中正區選舉公報背面",546c8095-2afc-4d03-8fea-61a3cf91e152,
"基隆市 > 村里長 > 仁愛區選舉公報背面",546c8095-aab8-4fb3-b857-61a3cf91e152,
"基隆市 > 村里長 > 安樂區選舉公報背面",546c8095-8684-478c-9713-61a3cf91e152,
"彰化縣 > 村里長 > 大村擺鄉塘村村長",5469b450-85dc-456d-b6c4-74a5cf91e152,
"新北市 > 村里長 > 三芝區 > 三芝區里長",546e068c-1458-428b-821b-1a32cf91e152,
"新北市 > 村里長 > 三重區 > 公報(反)",546e068c-774c-4777-bef0-1a32cf91e152,
"新北市 > 村里長 > 五股區 > 五股區里長",546e068c-1ae4-4ef6-a294-1a32cf91e152,
"新北市 > 村里長 > 土城區 > 土城區員仁、埤塘、土城、長風、員信、員林、員福里長",546e068c-803c-4d42-be4a-1a32cf91e152,
"新北市 > 村里長 > 土城區 > 土城區學士、柑林、中正、青雲、清和、清化、清溪里長",546e068c-5bb8-4e28-b922-1a32cf91e152,
"新北市 > 村里長 > 土城區 > 土城區廣福、學成、埤林、廣興、樂利、學府、明德里長",546e068c-43f4-4e44-b9f7-1a32cf91e152,
"新北市 > 村里長 > 土城區 > 土城區延寮、金城、峯廷、延吉、延壽、延祿、平和、安和、延和里長",546e068c-9150-4158-a46c-1a32cf91e152,
"新北市 > 村里長 > 土城區 > 土城區日和、日新、裕生、貨饒、瑞興、復興里長",546e068c-2070-4960-ae74-1a32cf91e152,
"新北市 > 村里長 > 土城區 > 土城區祖田、頂新、頂福、頂埔、沛陂、永寧、大安里長",546e068c-2930-48c1-a4a0-1a32cf91e152,
"新北市 > 村里長 > 土城區 > 土城區青山、清水、永豐、永富里長",546e068c-ebb4-437f-9b2d-1a32cf91e152,
"新北市 > 村里長 > 樹林區 > 樹林區里長",546e068c-c2f0-4f8b-819f-1a32cf91e152,
"新北市 > 村里長 > 汐止區 > 汐止區里長",546e068d-357c-4414-8c8e-1a32cf91e152,
"新北市 > 村里長 > 泰山區 > 泰山區里長",546e068d-b554-4ef9-8132-1a32cf91e152,
"新北市 > 村里長 > 淡水區 > 1023-選舉公報-背面(定稿)",546e068d-cdb8-42e7-b68c-1a32cf91e152,
"新北市 > 村里長 > 石門區 > 石門區里長",546e068d-a158-44f8-9d6b-1a32cf91e152,
"新北市 > 村里長 > 萬里區 > 萬里區里長",546e068d-dc50-4f9e-a4e7-1a32cf91e152,
"新北市 > 村里長 > 蘆洲區 > 蘆洲區里長",546e068d-0da0-49b9-b4fe-1a32cf91e152,
"新北市 > 村里長 > 金山區 > 金山區里長",546e068d-8a80-4c28-9333-1a32cf91e152,
"新竹市 > 市議員 > 新竹市市議員、里長背面",546b0806-0270-460e-94f6-2ff0cf91e152,
"新竹市 > 里長 > 新竹市市議員、里長背面",546b0806-7c98-42fe-9e2f-2ff0cf91e152,
"新竹縣 > 村里長 > 五峰鄉村長",546e068d-a9d8-4343-9748-1a32cf91e152,
"新竹縣 > 村里長 > 尖石鄉村長",546e068d-5d68-4d8d-ad19-1a32cf91e152,
"新竹縣 > 村里長 > 新豐鄉村長",546e068d-ad10-45f1-b70b-1a32cf91e152,
"新竹縣 > 村里長 > 橫山鄉村長",546e068d-9e94-4e61-a0f8-1a32cf91e152,
"新竹縣 > 村里長 > 竹東鎮里長",546e068d-b3c8-41b8-8312-1a32cf91e152,
"新竹縣 > 村里長 > 芎林鄉村長",546e068d-b020-4b58-85c2-1a32cf91e152,
"新竹縣 > 村里長 > 關西鎮里長",546e068d-6a80-4d0a-8f58-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 五峰鄉鄉民代表",546e068d-e890-41b6-b852-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 北埔鄉村民代表",546e068d-2a1c-403a-b1bf-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 寶山鄉村民代表",546e068d-b45c-46ba-9f69-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 尖石鄉鄉民代表",546e068d-f338-4116-9d47-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 峨眉鄉鄉民代表",546e068d-72c0-47d2-92eb-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 新埔鎮鎮民代表",546e068d-3c2c-48c6-99de-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 新豐鄉鄉民代表",546e068d-7294-4bc2-89b7-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 橫山鄉鄉民代表",546e068d-a568-4fd6-b1f2-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 湖口鄉鄉民代表",546e068d-41d8-4735-bad3-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 竹北市市民代表",546e068d-f370-48c2-bc96-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 竹東鎮鎮民代表",546e068d-0fa4-4ce0-8712-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 芎林鄉鄉民代表",546e068d-83ec-45fd-801f-1a32cf91e152,
"新竹縣 > 鄉鎮市民代表 > 關西鎮鎮民代表",546e068d-78e0-413f-b5d8-1a32cf91e152,
"桃園市 > 紙本公告 > 村里長 > 大園區 > 大園區-果林里",546e068d-71fc-4968-8c2c-1a32cf91e152,
