臉書連結,候選人,類型,選區,選舉黃頁連結
https://zh-tw.facebook.com/people/%E5%8A%89%E5%9C%8B%E8%8F%AF/1596307554,劉國華,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5675-f044-4dfa-8ebe-1926acb5b862
https://zh-tw.facebook.com/people/%E5%8A%89%E5%9C%8B%E8%8F%AF/100001244591102,劉國華,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5675-f044-4dfa-8ebe-1926acb5b862
https://zh-tw.facebook.com/dou.ding.3,吳承翰,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5671-628c-453e-851f-1926acb5b862
https://www.facebook.com/people/%E5%90%B3%E6%89%BF%E7%BF%B0/100006755469948,吳承翰,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5671-628c-453e-851f-1926acb5b862
https://www.facebook.com/pages/%E5%90%B3%E6%89%BF%E7%BF%B0%E5%AE%B6%E6%A8%93%E4%B8%8A/393177240730573,吳承翰,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5671-628c-453e-851f-1926acb5b862
https://zh-tw.facebook.com/public/%E5%90%B3%E7%9C%9F%E7%B1%B3,吳真,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5671-befc-49c0-ac8a-1926acb5b862
http://zh-tw.facebook.com/people/wu-zhen/100001926567341,吳真,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5671-befc-49c0-ac8a-1926acb5b862
https://www.facebook.com/people/%E5%90%B3%E7%9C%9F%E5%A5%BD/100000182242356?hc_location=stream,吳真,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5671-befc-49c0-ac8a-1926acb5b862
https://zh-tw.facebook.com/public/%E5%AD%AB%E4%BD%A9%E9%A6%A8,孫佩馨,直轄市山地原住民區民代表,"高雄市 > 茂林區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5675-3314-4116-a7a3-1926acb5b862
https://zh-tw.facebook.com/video/video.php?v=376979992377570,張建堂,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第04選舉區",http://k.olc.tw/elections/candidates/view/540b5672-4a88-46a3-8a5d-1926acb5b862
https://zh-tw.facebook.com/cck.kuo.9,張志國,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5675-7cb8-49e4-9349-1926acb5b862
https://zh-tw.facebook.com/public/%E5%BC%B5%E6%B0%B8%E5%B0%88,張永專,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5674-ce14-4c70-8cb1-1926acb5b862
https://www.facebook.com/people/%E5%BE%90%E6%83%A0%E7%BE%8E/100006463328316,徐惠美,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-5dd0-44cb-92cc-1926acb5b862
https://zh-tw.facebook.com/people/%E5%BE%90%E8%A3%95%E5%82%91/100006214682349,徐裕傑,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5674-33dc-4a0d-b61a-1926acb5b862
https://www.facebook.com/jie.ge.3538/activity/699427966753477,徐裕傑,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5674-33dc-4a0d-b61a-1926acb5b862
https://zh-tw.facebook.com/people/%E6%9C%B1%E5%AE%B6%E7%A5%BA/100007093179275,朱家祺,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-691c-4c0b-97dc-1926acb5b862
https://zh-tw.facebook.com/rayhairdesigner,李中興,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-a170-40f2-973c-1926acb5b862
https://zh-tw.facebook.com/rayhairdesigner?group_id=0,李中興,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-a170-40f2-973c-1926acb5b862
https://zh-tw.facebook.com/public/%E6%9D%8E%E6%A6%AE%E6%96%B0,李榮新,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5673-1f44-43b9-b243-1926acb5b862
https://zh-tw.facebook.com/lostfootball,林振德,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5673-7ee0-4ccf-89af-1926acb5b862
https://zh-tw.facebook.com/search.php?q=%E6%9E%97%E6%8C%AF%E5%BE%B7&type=users,林振德,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5673-7ee0-4ccf-89af-1926acb5b862
https://zh-tw.facebook.com/search.php?q=%E6%9E%97%E6%B0%B8%E5%AF%8C&type=users,林永富,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5675-9438-4f6b-8f1f-1926acb5b862
https://zh-hk.facebook.com/public/%E6%9E%97%E7%8E%89%E8%8A%B1,林玉花,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5672-2270-443a-95c4-1926acb5b862
https://www.facebook.com/pages/%E6%A5%8A%E5%8B%9D%E8%B1%AA/712232188846744,楊勝豪,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5671-a414-48cd-b1e1-1926acb5b862
https://www.facebook.com/events/1483877098530495/permalink/1483877105197161/,楊勝豪,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5671-a414-48cd-b1e1-1926acb5b862
https://zh-tw.facebook.com/people/%E6%A5%8A%E6%98%A5%E6%A8%B9/100001345188209,楊春樹,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5673-7880-47e8-996f-1926acb5b862
https://zh-tw.facebook.com/people/%E6%A5%8A%E6%B7%91%E9%9D%92/100002526656664,楊淑青,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5675-0c60-4162-8bed-1926acb5b862
https://zh-tw.facebook.com/people/%E6%A5%8A%E8%8B%94%E8%8B%B1/100001116873460,楊苔英,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5673-3a1c-410d-9bef-1926acb5b862
https://www.facebook.com/people/%E6%B1%9F%E6%98%8E%E5%BE%B7/100008230062703,江明德,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5678-eef8-4b25-a1e9-1926acb5b862
https://zh-tw.facebook.com/people/%E6%B1%9F%E6%98%A5%E7%90%B4/100001475289051,江春琴,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-58f8-4a32-b81a-1926acb5b862
https://zh-tw.facebook.com/public/%E6%B1%9F%E6%98%A5%E7%90%B4,江春琴,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-58f8-4a32-b81a-1926acb5b862
https://www.facebook.com/people/%E6%BA%AB%E9%A0%86%E7%9B%8A/100003658808616,溫順益,直轄市山地原住民區民代表,"高雄市 > 茂林區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5676-e8d4-4e6e-aaf6-1926acb5b862
https://zh-tw.facebook.com/people/%E7%8E%8B%E6%96%87%E7%82%B3/100006586202323,王文炳,直轄市山地原住民區民代表,"新北市 > 烏來區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5672-45f4-4e06-b256-1926acb5b862
https://zh-tw.facebook.com/public/%E7%8E%8B%E7%A7%80%E9%87%91,王秀金,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5673-2a24-4ce0-90b2-1926acb5b862
https://zh-tw.facebook.com/luo.z.yi,羅正,直轄市山地原住民區民代表,"高雄市 > 茂林區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5676-b354-4896-910f-1926acb5b862
https://zh-tw.facebook.com/people/%E7%BE%85%E9%80%B2%E7%8E%89/100002791299762,羅進玉,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第03選舉區",http://k.olc.tw/elections/candidates/view/540b5675-d13c-4205-9214-1926acb5b862
https://zh-tw.facebook.com/annie.hsieh.7359,謝宜真,直轄市山地原住民區民代表,"高雄市 > 桃源區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5676-ad90-4900-90c3-1926acb5b862
https://zh-tw.facebook.com/search.php?q=%E8%AC%9D%E5%AE%9C%E7%9C%9F&_fb_noscript=1,謝宜真,直轄市山地原住民區民代表,"高雄市 > 桃源區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5676-ad90-4900-90c3-1926acb5b862
https://www.facebook.com/people/%E8%B3%B4%E6%96%87%E5%BE%B7/100005913755878,賴文德,直轄市山地原住民區民代表,"高雄市 > 桃源區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-7250-4714-bb80-1926acb5b862
https://zh-tw.facebook.com/wende.lai1,賴文德,直轄市山地原住民區民代表,"高雄市 > 桃源區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5677-7250-4714-bb80-1926acb5b862
https://zh-tw.facebook.com/public/%E8%B6%99%E6%96%87%E5%BD%AC,趙文彬,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5678-f3fc-4cd7-af5b-1926acb5b862
https://zh-tw.facebook.com/wen.ben.9,趙文彬,直轄市山地原住民區民代表,"高雄市 > 那瑪夏區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5678-f3fc-4cd7-af5b-1926acb5b862
https://www.facebook.com/media/set/?set=a.672710976085709.1073741867.319950411361769&type=3,鄭振源,直轄市山地原住民區民代表,"桃園市 > 復興區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5673-cd34-45e5-a107-1926acb5b862
https://zh-tw.facebook.com/public/%E9%87%91%E6%B3%B0%E8%8F%AF,金泰華,直轄市山地原住民區民代表,"高雄市 > 茂林區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5675-7230-4804-bc97-1926acb5b862
http://zh-tw.facebook.com/profile.php?id=100001500047858,陳奕蓁,直轄市山地原住民區民代表,"高雄市 > 茂林區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5676-db64-4931-bca4-1926acb5b862
https://zh-tw.facebook.com/people/%E9%99%B3%E5%A5%95%E8%93%81/100002124566084,陳奕蓁,直轄市山地原住民區民代表,"高雄市 > 茂林區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5676-db64-4931-bca4-1926acb5b862
https://www.facebook.com/people/%E9%99%B3%E5%BF%97%E5%8B%87/100003974553632,陳志勇,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5674-8c14-4a3a-85f0-1926acb5b862
https://zh-tw.facebook.com/sfjyc,陳志勇,直轄市山地原住民區民代表,"臺中市 > 和平區 > 第01選舉區",http://k.olc.tw/elections/candidates/view/540b5674-8c14-4a3a-85f0-1926acb5b862
https://zh-tw.facebook.com/hnsspovu,陳雅苓,直轄市山地原住民區民代表,"高雄市 > 茂林區 > 第02選舉區",http://k.olc.tw/elections/candidates/view/540b5676-8414-4943-80f3-1926acb5b862
https://zh-tw.facebook.com/pages/%E4%B8%81%E6%8C%AF%E5%98%89%E6%9C%8D%E5%8B%99%E8%99%95/193130327551439,丁振嘉,直轄市議員,"臺中市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/540b568e-c3a0-4ea7-8905-1926acb5b862
https://zh-tw.facebook.com/people/%E4%B8%81%E6%8C%AF%E5%98%89/100000467051942,丁振嘉,直轄市議員,"臺中市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/540b568e-c3a0-4ea7-8905-1926acb5b862
https://zh-tw.facebook.com/pages/%E4%BC%8D%E5%AE%97%E5%BA%B7/251797921680106,伍宗康,直轄市議員,"臺南市 > 第18選區[山地]",http://k.olc.tw/elections/candidates/view/53e65528-c7e0-4018-a31d-33bccb455a61
https://zh-cn.facebook.com/pages/%E4%BD%95%E5%8D%9A%E6%96%87%E7%B2%89%E7%B5%B2%E5%9C%98/108484559225077,何博文,直轄市議員,"新北市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/540b5680-4624-409a-9268-1926acb5b862
https://zh-tw.facebook.com/henryho0204,何啟聖,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/540b567e-e13c-40ab-a92c-1926acb5b862
https://zh-tw.facebook.com/pages/%E8%81%B7%E5%A0%B4%E8%B4%8F%E5%AE%B6-%E4%BD%95%E5%95%9F%E8%81%96/409965280460,何啟聖,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/540b567e-e13c-40ab-a92c-1926acb5b862
https://www.facebook.com/homengje,何孟哲,直轄市議員,"新北市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5682-13d4-42b7-8af1-1926acb5b862
https://www.facebook.com/homengje/info,何孟哲,直轄市議員,"新北市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5682-13d4-42b7-8af1-1926acb5b862
https://www.facebook.com/homengje/photos_stream,何孟哲,直轄市議員,"新北市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5682-13d4-42b7-8af1-1926acb5b862
https://www.facebook.com/homengje/photos/pb.340657852759441.-2207520000.1411850462./364473397044553/?type=1,何孟哲,直轄市議員,"新北市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5682-13d4-42b7-8af1-1926acb5b862
https://zh-tw.facebook.com/newdaytaipei,何志偉,直轄市議員,"臺北市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f99-97d0-4bb9-bd84-0f15acb5b862
https://zh-tw.facebook.com/newdaytaipeiho,何志偉,直轄市議員,"臺北市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f99-97d0-4bb9-bd84-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E5%8C%97%E5%B8%82%E8%AD%B0%E5%93%A1%E4%BD%95%E5%BF%97%E5%81%89%E5%8C%97%E6%8A%95%E6%9C%8D%E5%8B%99%E8%99%95/372853246143918,何志偉,直轄市議員,"臺北市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f99-97d0-4bb9-bd84-0f15acb5b862
http://zh-tw.facebook.com/profile.php?id=100001455999928,何敏誠,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-e500-4424-9215-0f15acb5b862
https://zh-tw.facebook.com/4417HMC,何敏誠,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-e500-4424-9215-0f15acb5b862
https://www.facebook.com/4417HMC?fref=nf,何敏誠,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-e500-4424-9215-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%B8%82%E8%AD%B0%E5%93%A1%E4%BD%95%E6%96%87%E6%B5%B7%E6%9C%8D%E5%8B%99%E8%99%95/117658541648654,何文海,直轄市議員,"臺中市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fab-144c-47da-8d6f-0f15acb5b862
https://zh-cn.facebook.com/wenhaiho,何文海,直轄市議員,"臺中市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fab-144c-47da-8d6f-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9E%97%E4%BD%B3%E9%BE%8D%E4%BD%95%E6%96%87%E6%B5%B7%E8%81%AF%E5%90%88%E6%9C%8D%E5%8B%99%E8%99%95/574744955884194,何文海,直轄市議員,"臺中市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fab-144c-47da-8d6f-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%AD%B0%E5%93%A1%E4%BD%95%E6%98%8E%E6%9D%B0%E6%9C%8D%E5%8B%99%E8%99%95/179253082097027,何明杰,直轄市議員,"臺中市 > 第12選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-c82c-4a9c-9c99-0f15acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%B8%82%E8%AD%B0%E5%93%A1%E4%BD%95%E6%98%8E%E6%9D%B0%E6%9C%8D%E5%8B%99%E8%99%95/621575217895868?ref=stream,何明杰,直轄市議員,"臺中市 > 第12選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-c82c-4a9c-9c99-0f15acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%B8%82%E8%AD%B0%E5%93%A1%E4%BD%95%E6%98%8E%E6%9D%B0%E6%9C%8D%E5%8B%99%E8%99%95/1415285248726696?rf=724747344236289,何明杰,直轄市議員,"臺中市 > 第12選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-c82c-4a9c-9c99-0f15acb5b862
https://zh-tw.facebook.com/he5499,何樹勳,直轄市議員,"高雄市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/540b5697-9090-4873-8a8f-1926acb5b862
https://www.facebook.com/he5499?hc_location=timeline,何樹勳,直轄市議員,"高雄市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/540b5697-9090-4873-8a8f-1926acb5b862
https://zh-tw.facebook.com/sanminhochuanfeng,何權峰,直轄市議員,"高雄市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/540b5698-ba64-439d-a9fd-1926acb5b862
https://zh-tw.facebook.com/people/%E4%BD%95%E6%AC%8A%E5%B3%B0/100001001206746,何權峰,直轄市議員,"高雄市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/540b5698-ba64-439d-a9fd-1926acb5b862
http://m2.facebook.com/sanminhochuanfeng?v=timeline&timecutoff=1410486989&sectionLoadingID=m_timeline_loading_div_1420099199_1388563200_8_&timeend=1420099199&timestart=1388563200&tm=AQATgkm3ZQto18c-,何權峰,直轄市議員,"高雄市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/540b5698-ba64-439d-a9fd-1926acb5b862
https://zh-tw.facebook.com/chengsen.ho,何正森,直轄市議員,"桃園市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/540b5687-f270-4837-ad8b-1926acb5b862
https://www.facebook.com/chengsen.ho?viewer_id=100001647548066,何正森,直轄市議員,"桃園市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/540b5687-f270-4837-ad8b-1926acb5b862
https://zh-tw.facebook.com/pages/%E4%BD%99%E6%A6%AE%E5%92%8C%E6%9C%8D%E5%8B%99%E8%99%95/273810966063181,余榮和,直轄市議員,"臺南市 > 第05選區[區域]",http://k.olc.tw/elections/candidates/view/540b5693-8bf4-4db2-902d-1926acb5b862
https://zh-tw.facebook.com/pages/%E4%BE%AF%E6%BE%84%E8%B2%A1%E5%8F%B0%E5%8D%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9C%8D%E5%8B%99%E8%99%95/290421804463700,侯澄財,直轄市議員,"臺南市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fae-1048-4d37-924c-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%86%89%E9%BD%A1%E8%BB%92/169362333123649,冉齡軒,直轄市議員,"臺中市 > 第14選區[區域]",http://k.olc.tw/elections/candidates/view/540b5692-8ff0-46d9-a2e6-1926acb5b862
https://zh-tw.facebook.com/joyce.jan.56,冉齡軒,直轄市議員,"臺中市 > 第14選區[區域]",http://k.olc.tw/elections/candidates/view/540b5692-8ff0-46d9-a2e6-1926acb5b862
https://zh-tw.facebook.com/public/%E5%8A%89%E4%BB%81%E7%85%A7,劉仁照,直轄市議員,"桃園市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5689-4bd4-4a5e-ad1c-1926acb5b862
https://zh-tw.facebook.com/vlog72,劉仁照,直轄市議員,"桃園市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5689-4bd4-4a5e-ad1c-1926acb5b862
https://www.facebook.com/vlog72/timeline?ref=page_internal,劉仁照,直轄市議員,"桃園市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5689-4bd4-4a5e-ad1c-1926acb5b862
https://www.facebook.com/vlog72?fref=nf,劉仁照,直轄市議員,"桃園市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5689-4bd4-4a5e-ad1c-1926acb5b862
https://zh-tw.facebook.com/people/%E5%8A%89%E4%BB%81%E7%85%A7/100001594621154,劉仁照,直轄市議員,"桃園市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5689-4bd4-4a5e-ad1c-1926acb5b862
https://fi-fi.facebook.com/vlog0126/photos/pb.238348482984188.-2207520000.1391636430./257774517708251/?type=3&permPage=1,劉仁照,直轄市議員,"桃園市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5689-4bd4-4a5e-ad1c-1926acb5b862
https://zh-tw.facebook.com/pages/%E5%8A%89%E5%8B%9D%E5%85%A8%E5%84%AA%E8%B3%AA%E6%9C%8D%E5%8B%99%E8%99%95/1467566746818430,劉勝全,直轄市議員,"桃園市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/540b5687-e748-45ca-999e-1926acb5b862
https://www.facebook.com/pages/%E5%9F%BA%E9%80%B2%E5%81%B4%E7%BF%BC-%E6%97%97%E9%BC%93%E9%B9%BD%E5%B8%82%E8%AD%B0%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA-%E5%8A%89%E5%93%B2%E5%AE%87/1444004519178270,劉哲宇,直轄市議員,"高雄市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53d6057e-1010-4192-89a1-7348cb455a61
https://zh-tw.facebook.com/radicalwing/photos/a.387176414764881.1073741845.348571125292077/404712553011267/,劉哲宇,直轄市議員,"高雄市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53d6057e-1010-4192-89a1-7348cb455a61
https://www.facebook.com/hashtag/%E5%8A%89%E5%93%B2%E5%AE%87?source=feed_text&story_id=408879139261275,劉哲宇,直轄市議員,"高雄市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53d6057e-1010-4192-89a1-7348cb455a61
